,P_j1_t,P_j2_t,P_j3_t,P_j4_t,P_j5_t,P_j6_t,P_j7_t,V_j1_t,V_j2_t,V_j3_t,V_j4_t,V_j5_t,V_j6_t,V_j7_t,T_j1_t,T_j2_t,T_j3_t,T_j4_t,T_j5_t,T_j6_t,T_j7_t,P_j1_t_1,P_j2_t_1,P_j3_t_1,P_j4_t_1,P_j5_t_1,P_j6_t_1,P_j7_t_1,V_j1_t_1,V_j2_t_1,V_j3_t_1,V_j4_t_1,V_j5_t_1,V_j6_t_1,V_j7_t_1
0,0.07804127249450685,-0.05023787074584961,-0.16969662446594241,-1.6616846865783694,0.10335195546569825,0.8922015747344971,0.5181020105163574,-0.004681337848305702,-0.003370563250780106,0.003183309736847878,0.01385676003098488,0.011047957322001457,0.003745070278644562,0.004868591362237931,1.556,-0.622,-0.372,-0.016,0.046,-1.95,-0.134,0.07823302009277344,-0.049279132754516605,-0.1693131292694092,-1.6611094437835696,0.10335195546569825,0.891818079537964,0.5181020105163574,0.006179365959763527,0.011422464349865914,-0.008239154613018036,0.005617605417966844,0.00393232379257679,0.0009362675696611405,-0.004306830820441246
1,0.07823302009277344,-0.05062136594238281,-0.16969662446594241,-1.6620681817749023,0.10316020786743164,0.8925850699310303,0.5181020105163574,-0.00692838001549244,0.0013107745975255967,0.014980281114578248,0.005243098390102387,0.006741126501560212,0.0009362675696611403,0.00786464758515358,1.49,-0.622,-0.402,-0.136,0.072,-1.96,-0.278,0.07804127249450685,-0.04966262795104981,-0.1691213816711426,-1.6618764341766359,0.10316020786743164,0.8927768175292969,0.5181020105163574,0.005617605417966843,-0.000374507027864456,-0.008426408126950264,-0.002247042167186737,-0.004119577306509018,0.0013107745975255965,-0.0020597886532545094
2,0.07784952489624024,-0.05081311354064942,-0.1691213816711426,-1.661301191381836,0.10354370306396485,0.8922015747344971,0.5181020105163574,-0.009175422182679176,-0.0009362675696611405,0.0026215491950511934,-0.00018725351393222844,0.0061793659597635265,0.007115633529424667,0.004119577306509019,1.506,-0.5780000000000001,-0.41800000000000004,-0.242,0.054,-1.964,-0.134,0.07823302009277344,-0.04966262795104981,-0.1693131292694092,-1.661301191381836,0.10335195546569825,0.8925850699310304,0.5181020105163574,0.004306830820441246,0.009362675696611405,0.001872535139322281,0.008800915154814721,0.0014980281114578247,0.007302887043356895,0.00299605622291565
3,0.07823302009277344,-0.05081311354064942,-0.1693131292694092,-1.661301191381836,0.10354370306396485,0.8923933223327637,0.5179102629180908,-0.007115633529424668,-0.0024342956811189654,0.013107745975255967,0.003557816764712334,0.008426408126950264,-0.007302887043356895,0.00037450702786445624,1.474,-0.562,-0.46599999999999997,-0.136,0.108,-1.954,-0.28200000000000003,0.07804127249450685,-0.04966262795104981,-0.1693131292694092,-1.6607259485870363,0.10354370306396485,0.8923933223327638,0.5182937581146241,-0.009175422182679176,0.007115633529424668,-0.009737182724475862,-0.0014980281114578247,0.003183309736847878,0.017976337337493896,-0.01610380219817162
4,0.07804127249450685,-0.05023787074584961,-0.16969662446594241,-1.6616846865783694,0.10335195546569825,0.8922015747344971,0.5181020105163574,-0.004681337848305702,-0.003370563250780106,0.003183309736847878,0.01385676003098488,0.011047957322001457,0.003745070278644562,0.004868591362237931,1.556,-0.622,-0.372,-0.016,0.046,-1.95,-0.134,0.07823302009277344,-0.049279132754516605,-0.1693131292694092,-1.6611094437835696,0.10335195546569825,0.891818079537964,0.5181020105163574,0.006179365959763527,0.011422464349865914,-0.008239154613018036,0.005617605417966844,0.00393232379257679,0.0009362675696611405,-0.004306830820441246
5,0.07804127249450685,-0.04985437554931641,-0.169888372064209,-1.6624516769714357,0.10335195546569825,0.8923933223327638,0.5181020105163574,-0.0029960562229156495,0.0005617605417966845,0.005804858931899071,0.006741126501560212,0.0009362675696611405,0.0005617605417966842,0.009362675696611405,1.3780000000000001,-0.728,-0.278,0.06,0.009999999999999998,-1.95,-0.144,0.07804127249450685,-0.04947088035278321,-0.16892963407287598,-1.6620681817749023,0.10335195546569825,0.8925850699310303,0.5184855057128906,0.012920492461323738,0.004306830820441247,-0.007302887043356895,0.001123521083593369,-0.00018725351393222758,-0.00786464758515358,-0.004494084334373475
6,0.07823302009277344,-0.05062136594238281,-0.16969662446594241,-1.6620681817749023,0.10316020786743164,0.8925850699310303,0.5181020105163574,-0.00692838001549244,0.0013107745975255967,0.014980281114578248,0.005243098390102387,0.006741126501560212,0.0009362675696611403,0.00786464758515358,1.49,-0.622,-0.402,-0.136,0.072,-1.96,-0.278,0.07804127249450685,-0.04966262795104981,-0.1691213816711426,-1.6618764341766359,0.10316020786743164,0.8927768175292969,0.5181020105163574,0.005617605417966843,-0.000374507027864456,-0.008426408126950264,-0.002247042167186737,-0.004119577306509018,0.0013107745975255965,-0.0020597886532545094
7,0.07804127249450685,-0.04985437554931641,-0.169888372064209,-1.6624516769714357,0.10335195546569825,0.8923933223327638,0.5181020105163574,-0.0029960562229156495,0.0005617605417966845,0.005804858931899071,0.006741126501560212,0.0009362675696611405,0.0005617605417966842,0.009362675696611405,1.3780000000000001,-0.728,-0.278,0.06,0.009999999999999998,-1.95,-0.144,0.07804127249450685,-0.04947088035278321,-0.16892963407287598,-1.6620681817749023,0.10335195546569825,0.8925850699310303,0.5184855057128906,0.012920492461323738,0.004306830820441247,-0.007302887043356895,0.001123521083593369,-0.00018725351393222758,-0.00786464758515358,-0.004494084334373475
8,0.07823302009277344,-0.05042961834411622,-0.1695048768676758,-1.6620681817749023,0.10354370306396485,0.8925850699310303,0.5179102629180908,-0.0054303519040346145,0.0014980281114578247,0.01572929517030716,-0.003557816764712334,-0.001685281625390053,-0.010486196780204774,0.004868591362237931,1.296,-0.6679999999999999,-0.372,-0.06,0.072,-1.954,-0.292,0.07784952489624024,-0.04985437554931641,-0.16892963407287598,-1.6616846865783692,0.10354370306396485,0.8931603127258301,0.5186772533111572,-0.0024342956811189654,0.0,-0.00880091515481472,-0.0059921124458313,-0.00093626756966114,0.009175422182679176,-0.016291055712103843
9,0.07765777729797363,-0.050237870745849615,-0.1693131292694092,-1.6618764341766359,0.10335195546569825,0.8923933223327638,0.5182937581146241,0.000374507027864456,-0.002808802708983422,0.0119842248916626,-0.00805190109908581,-0.005804858931899071,0.0,-0.000374507027864456,1.4100000000000001,-0.592,-0.2,-0.044,0.082,-1.954,-0.152,0.07784952489624024,-0.05004612314758301,-0.1695048768676758,-1.6624516769714357,0.10316020786743164,0.8929685651275635,0.5184855057128906,0.008800915154814721,0.0007490140557289129,0.0031833097368478775,-0.0026215491950511934,-0.004119577306509018,0.00393232379257679,-0.004681337848305702
